0, 0.000213
10, 0.000010
20, 0.000040
30, 0.000032
40, 0.000030
50, 0.000114
60, 0.000065
70, 0.000195
80, 0.000217
90, 0.001313
100, 0.000345
110, 0.000361
120, 0.000444
130, 0.000593
140, 0.000706
150, 0.000762
160, 0.000939
170, 0.001079
180, 0.001256
190, 0.001473
200, 0.001837
210, 0.002097
220, 0.003952
230, 0.002584
240, 0.002961
250, 0.003357
260, 0.003599
270, 0.004228
280, 0.004359
290, 0.007915
300, 0.008873
310, 0.006056
320, 0.006812
330, 0.007479
340, 0.007898
350, 0.008596
360, 0.008944
370, 0.009599
380, 0.010410
390, 0.016466
400, 0.011907
410, 0.012466
420, 0.020275
430, 0.014949
440, 0.015844
450, 0.017258
460, 0.018123
470, 0.019247
480, 0.020199
490, 0.021428
500, 0.022524
510, 0.023531
520, 0.025269
530, 0.034084
540, 0.029834
550, 0.030540
560, 0.038017
570, 0.033021
580, 0.036282
590, 0.047602
600, 0.034770
610, 0.044480
620, 0.044676
630, 0.045578
640, 0.046359
650, 0.048931
660, 0.051616
670, 0.101177
680, 0.105606
690, 0.101427
700, 0.108988
710, 0.057391
720, 0.113996
730, 0.098922
740, 0.138794
750, 0.064404
760, 0.136181
770, 0.139935
780, 0.148486
790, 0.150973
800, 0.153112
810, 0.156363
820, 0.289778
830, 0.174142
840, 0.177723
850, 0.092794
860, 0.111922
870, 0.114861
880, 0.116414
890, 0.120784
900, 0.124224
910, 0.127452
920, 0.170897
930, 0.137508
940, 0.141037
950, 0.128352
960, 0.150963
970, 0.160418
980, 0.180716
990, 0.453170
